Year,Name,Number,Rank
1949,ROLAND,6,175
1949,ARCHIE,5,188
1949,BILL,5,188
1949,BLAIR,5,188
1949,CLARK,5,188
1949,CLAYTON,5,188
1949,EDGAR,5,188
1949,ELMER,5,188
1949,GERRY,5,188
1949,JAN,5,188
1949,JESSE,5,188
1949,JIMMIE,5,188
1949,JIMMY,5,188
1949,JOEL,5,188
1949,LOYD,5,188
1949,MERLE,5,188
1949,MIKE,5,188
1949,NELSON,5,188
1949,NICHOLAS,5,188
1949,OLIVER,5,188
1949,RANDAL,5,188
1949,RENE,5,188
1949,RONNIE,5,188
1949,RUSSEL,5,188
1949,SAM,5,188
1949,TOMMY,5,188
1949,VERNE,5,188
1949,WADE,5,188
1949,WALLACE,5,188
1950,ROBERT,755,1
1950,JOHN,642,2
1950,DAVID,604,3
1950,WILLIAM,516,4
1950,JAMES,512,5
1950,RICHARD,415,6
1950,DONALD,377,7
1950,KENNETH,374,8
1950,RONALD,318,9
1950,BRIAN,268,10
1950,MICHAEL,264,11
1950,DOUGLAS,258,12
1950,GORDON,233,13
1950,THOMAS,197,14
1950,GARY,177,15
1950,PETER,170,16
1950,GEORGE,166,17
1950,BRUCE,163,18
1950,DENNIS,162,19
1950,LARRY,162,19
1950,WAYNE,160,21
1950,DANIEL,155,22
1950,GERALD,143,23
1950,EDWARD,136,24
1950,CHARLES,134,25
1950,JOSEPH,130,26
1950,RAYMOND,124,27
1950,STEPHEN,112,28
1950,PAUL,105,29
1950,PATRICK,104,30
1950,BARRY,103,31
1950,NORMAN,99,32
1950,ALLAN,90,33
1950,LAWRENCE,88,34
1950,FREDERICK,85,35
1950,ALAN,84,36
1950,IAN,83,37
1950,GREGORY,81,38
1950,ARTHUR,80,39
1950,FRANK,69,40
1950,LEONARD,69,40
1950,TERRY,68,42
1950,CHRISTOPHER,67,43
1950,GARRY,67,43
1950,STANLEY,65,45
1950,WALTER,64,46
1950,GLEN,63,47
1950,LESLIE,62,48
1950,MARK,62,48
1950,ROY,58,50
1950,DALE,55,51
1950,ROGER,55,51
1950,KEITH,54,53
1950,TERRANCE,52,54
1950,ERIC,51,55
1950,LORNE,51,55
1950,GLENN,50,57
1950,RUSSELL,50,57
1950,MURRAY,48,59
1950,PHILIP,48,59
1950,CLIFFORD,47,61
1950,RALPH,47,61
1950,STEVEN,46,63
1950,ROSS,45,64
1950,ALLEN,44,65
1950,ANDREW,43,66
1950,JACK,43,66
1950,HAROLD,40,68
1950,RODERICK,40,68
1950,RODNEY,40,68
1950,BRYAN,39,71
1950,HARRY,39,71
1950,DANNY,37,73
1950,GRANT,37,73
1950,NEIL,37,73
1950,ALBERT,36,76
1950,FRANCIS,36,76
1950,ANTHONY,35,78
1950,RANDALL,35,78
1950,COLIN,34,80
1950,VICTOR,34,80
1950,ALFRED,33,82
1950,TERRENCE,32,83
1950,DARYL,31,84
1950,EARL,31,84
1950,MARTIN,31,84
1950,WARREN,31,84
1950,ERNEST,30,88
1950,MARVIN,30,88
1950,REGINALD,30,88
1950,ALEXANDER,29,91
1950,HERBERT,29,91
1950,PHILLIP,29,91
1950,LLOYD,27,94
1950,MELVIN,27,94
1950,TERENCE,27,94
1950,HENRY,26,97
1950,WILFRED,26,97
1950,DENIS,25,99
1950,TIMOTHY,25,99
1950,CARL,24,101
1950,EDWIN,24,101
1950,HUGH,24,101
1950,ROBIN,24,101
1950,DARRYL,23,105
1950,BERNARD,22,106
1950,HOWARD,22,106
1950,CRAIG,21,108
1950,FREDRICK,21,108
1950,KEVIN,21,108
1950,LYLE,21,108
1950,HARVEY,20,112
1950,JERRY,19,113
1950,VERNON,19,113
1950,STUART,18,115
1950,TREVOR,18,115
1950,ARNOLD,16,117
1950,BYRON,16,117
1950,JEFFREY,16,117
1950,KERRY,16,117
1950,WESLEY,16,117
1950,DEREK,15,122
1950,GEOFFREY,15,122
1950,THEODORE,15,122
1950,CECIL,14,125
1950,GRAHAM,14,125
1950,JOHNNY,14,125
1950,LAURENCE,14,125
1950,STEWART,14,125
1950,ALVIN,13,130
1950,ANGUS,13,130
1950,EUGENE,13,130
1950,MALCOLM,13,130
1950,MAURICE,13,130
1950,RANDOLPH,13,130
1950,SIDNEY,13,130
1950,LOUIS,12,137
1950,SAMUEL,12,137
1950,BRADLEY,11,139
1950,BRENT,11,139
1950,CLARENCE,11,139
1950,GENE,11,139
1950,GILBERT,11,139
1950,JIMMY,11,139
1950,LEE,11,139
1950,MORRIS,11,139
1950,RANDY,11,139
1950,RAY,11,139
1950,CALVIN,10,149
1950,DEAN,10,149
1950,JACKIE,10,149
1950,LANCE,10,149
1950,LEO,10,149
1950,MICHEAL,10,149
1950,NELSON,10,149
1950,RICKY,10,149
1950,BENJAMIN,9,157
1950,CAMERON,9,157
1950,DAN,9,157
1950,ELMER,9,157
1950,SCOTT,9,157
1950,ALEX,8,162
1950,ARCHIE,8,162
1950,DELBERT,8,162
1950,FRED,8,162
1950,GARTH,8,162
1950,GUY,8,162
1950,LIONEL,8,162
1950,MILTON,8,162
1950,ROLAND,8,162
1950,BARRIE,7,171
1950,BILLY,7,171
1950,BOBBY,7,171
1950,BRENTON,7,171
1950,CARY,7,171
1950,CLARK,7,171
1950,JACOB,7,171
1950,JEFFERY,7,171
1950,MARSHALL,7,171
1950,MATTHEW,7,171
1950,RONNIE,7,171
1950,TED,7,171
1950,WALLACE,7,171
1950,BLAIR,6,184
1950,CLAYTON,6,184
1950,CYRIL,6,184
1950,DARREL,6,184
1950,DUANE,6,184
1950,DUNCAN,6,184
1950,EDGAR,6,184
1950,KENT,6,184
1950,LAURIE,6,184
1950,RENE,6,184
1950,RODGER,6,184
1950,RUSSEL,6,184
1950,SYDNEY,6,184
1950,WILLARD,6,184
1950,BLAINE,5,198
1950,BRYON,5,198
1950,CHRIS,5,198
1950,CLINTON,5,198
1950,CLYDE,5,198
1950,DALLAS,5,198
1950,DANA,5,198
1950,DARRELL,5,198
1950,EVAN,5,198
1950,FLOYD,5,198
1950,FRANKLIN,5,198
1950,FREDERIC,5,198
1950,GABRIEL,5,198
1950,GERARD,5,198
1950,GORDEN,5,198
1950,HUBERT,5,198
1950,IVAN,5,198
1950,JEAN,5,198
1950,JOE,5,198
1950,KARL,5,198
1950,LENARD,5,198
1950,LESTER,5,198
1950,LEWIS,5,198
1950,LINDSAY,5,198
1950,LOYD,5,198
1950,MERVIN,5,198
1950,MERVYN,5,198
1950,NICHOLAS,5,198
1950,NOEL,5,198
1950,OLIVER,5,198
1950,OWEN,5,198
1950,REX,5,198
1950,TOMMY,5,198
1950,VINCENT,5,198
1951,ROBERT,836,1
1951,DAVID,641,2
1951,JOHN,620,3
1951,JAMES,460,4
1951,WILLIAM,450,5
1951,RICHARD,398,6
1951,KENNETH,355,7
1951,DONALD,342,8
1951,RONALD,288,9
1951,DOUGLAS,272,10
1951,MICHAEL,268,11
1951,BRIAN,251,12
1951,THOMAS,209,13
1951,GORDON,208,14
1951,GARY,203,15
1951,PETER,173,16
1951,WAYNE,172,17
1951,DENNIS,171,18
1951,DANIEL,163,19
1951,BRUCE,160,20
1951,LARRY,155,21
1951,EDWARD,149,22
1951,GEORGE,148,23
1951,GERALD,146,24
1951,PATRICK,134,25
1951,CHARLES,117,26
1951,GREGORY,117,26
1951,ALLAN,115,28
1951,PAUL,112,29
1951,JOSEPH,106,30
1951,RAYMOND,104,31
1951,NORMAN,91,32
1951,STEPHEN,87,33
1951,ALAN,86,34
1951,BARRY,84,35
1951,LAWRENCE,84,35
1951,TERRY,77,37
1951,CHRISTOPHER,74,38
1951,LESLIE,74,38
1951,ARTHUR,69,40
1951,MARK,69,40
1951,FREDERICK,68,42
1951,IAN,65,43
1951,LEONARD,63,44
1951,WALTER,62,45
1951,ERIC,60,46
1951,GLEN,58,47
1951,KEITH,57,48
1951,STANLEY,57,48
1951,GARRY,55,50
1951,GLENN,55,50
1951,HAROLD,53,52
1951,ROGER,52,53
1951,ROY,51,54
1951,DALE,50,55
1951,STEVEN,50,55
1951,FRANK,49,57
1951,RALPH,47,58
1951,RUSSELL,47,58
1951,MURRAY,45,60
1951,PHILIP,45,60
1951,ROSS,45,60
1951,VICTOR,45,60
1951,ERNEST,44,64
1951,ANDREW,43,65
1951,RODNEY,43,65
1951,CLIFFORD,42,67
1951,JACK,42,67
1951,TIMOTHY,42,67
1951,ALBERT,41,70
1951,CRAIG,38,71
1951,HARRY,38,71
1951,HENRY,37,73
1951,MARTIN,37,73
1951,TERRANCE,37,73
1951,LORNE,36,76
1951,RANDALL,36,76
1951,COLIN,35,78
1951,ALEXANDER,34,79
1951,FRANCIS,34,79
1951,GRANT,34,79
1951,ALLEN,33,82
1951,BRYAN,33,82
1951,TERRENCE,33,82
1951,LLOYD,32,85
1951,ANTHONY,31,86
1951,DANNY,31,86
1951,LYLE,30,88
1951,MARVIN,29,89
1951,ROBIN,29,89
1951,TERENCE,29,89
1951,MELVIN,28,92
1951,RODERICK,28,92
1951,ALFRED,27,94
1951,NEIL,27,94
1951,RANDY,27,94
1951,DARYL,26,97
1951,DENIS,26,97
1951,HERBERT,26,97
1951,EARL,25,100
1951,HOWARD,25,100
1951,BERNARD,24,102
1951,HARVEY,23,103
1951,SAMUEL,23,103
1951,REGINALD,22,105
1951,BRENT,21,106
1951,EDWIN,21,106
1951,KERRY,21,106
1951,PHILLIP,21,106
1951,CALVIN,20,110
1951,CARL,20,110
1951,JEFFREY,20,110
1951,STEWART,20,110
1951,ARNOLD,19,114
1951,FREDRICK,19,114
1951,JERRY,19,114
1951,KEVIN,19,114
1951,RANDOLPH,19,114
1951,WARREN,19,114
1951,WILFRED,18,120
1951,BRADLEY,17,121
1951,HUGH,17,121
1951,MICHEAL,17,121
1951,VERNON,17,121
1951,STUART,16,125
1951,GEOFFREY,15,126
1951,THEODORE,15,126
1951,TREVOR,15,126
1951,DARRYL,14,129
1951,EUGENE,14,129
1951,GRAHAM,14,129
1951,SIDNEY,14,129
1951,DEREK,13,133
1951,LEE,13,133
1951,SCOTT,13,133
1951,BARRIE,12,136
1951,DEAN,12,136
1951,GILBERT,12,136
1951,JOHNNY,12,136
1951,DON,11,140
1951,GARTH,11,140
1951,LAURENCE,11,140
1951,MALCOLM,11,140
1951,MARCEL,11,140
1951,MAURICE,11,140
1951,ROLAND,11,140
1951,RONNIE,11,140
1951,ADRIAN,10,148
1951,BENJAMIN,10,148
1951,BRADFORD,10,148
1951,IVAN,10,148
1951,JIMMY,10,148
1951,LOUIS,10,148
1951,MORRIS,10,148
1951,RICKY,10,148
1951,VINCENT,10,148
1951,BLAIR,9,157
1951,FRANKLIN,9,157
1951,FRED,9,157
1951,JEROME,9,157
1951,LANCE,9,157
1951,LEWIS,9,157
1951,RAY,9,157
1951,RUSSEL,9,157
1951,WESLEY,9,157
1951,DUANE,8,166
1951,EVAN,8,166
1951,GENE,8,166
1951,LAURIE,8,166
1951,LENARD,8,166
1951,LEON,8,166
1951,PERRY,8,166
1951,SIMON,8,166
1951,ANGUS,7,174
1951,ARCHIE,7,174
1951,CAMERON,7,174
1951,CECIL,7,174
1951,CHESTER,7,174
1951,CLARENCE,7,174
1951,CLAYTON,7,174
1951,COLLIN,7,174
1951,DAN,7,174
1951,DARREL,7,174
1951,DWIGHT,7,174
1951,FLOYD,7,174
1951,GRAEME,7,174
1951,JACKIE,7,174
1951,JONATHAN,7,174
1951,KELVIN,7,174
1951,LINDSAY,7,174
1951,MILTON,7,174
1951,RENE,7,174
1951,ALVIN,6,193
1951,BLAKE,6,193
1951,BRENTON,6,193
1951,BROCK,6,193
1951,DARRELL,6,193
1951,GREGG,6,193
1951,KIRK,6,193
1951,LEO,6,193
1951,MERVIN,6,193
1951,NICHOLAS,6,193
1951,RAE,6,193
1951,SYDNEY,6,193
1951,TOM,6,193
1951,WALLACE,6,193
1951,BENEDICT,5,207
1951,CHRIS,5,207
1951,CLYDE,5,207
1951,CONRAD,5,207
1951,CURTIS,5,207
1951,D'ARCY,5,207
1951,DELBERT,5,207
1951,DUNCAN,5,207
1951,EDDIE,5,207
1951,EDGAR,5,207
1951,EDMUND,5,207
1951,GUY,5,207
1951,JACOB,5,207
1951,JOE,5,207
1951,JON,5,207
1951,KENNY,5,207
1951,KENT,5,207
1951,LEIGH,5,207
1951,MATTHEW,5,207
1951,MONTY,5,207
1951,NELSON,5,207
1951,NICK,5,207
1951,NOEL,5,207
1951,RANDAL,5,207
1951,TEDDY,5,207
1951,TERANCE,5,207
1951,TOMMY,5,207
1952,ROBERT,750,1
1952,JOHN,663,2
1952,DAVID,583,3
1952,JAMES,495,4
1952,WILLIAM,495,4
1952,RICHARD,436,6
1952,DONALD,352,7
1952,KENNETH,350,8
1952,MICHAEL,335,9
1952,RONALD,270,10
1952,GORDON,261,11
1952,BRIAN,260,12
1952,DOUGLAS,256,13
1952,GARY,228,14
1952,THOMAS,221,15
1952,WAYNE,195,16
1952,GEORGE,167,17
1952,BRUCE,152,18
1952,DANIEL,151,19
1952,LARRY,148,20
1952,DENNIS,140,21
1952,EDWARD,140,21
1952,PETER,140,21
1952,GERALD,135,24
1952,STEPHEN,133,25
1952,GREGORY,132,26
1952,CHARLES,128,27
1952,RAYMOND,125,28
1952,JOSEPH,124,29
1952,PATRICK,123,30
1952,PAUL,112,31
1952,MARK,105,32
1952,CHRISTOPHER,95,33
1952,LAWRENCE,93,34
1952,NORMAN,93,34
1952,ALLAN,92,36
1952,ALAN,87,37
1952,BARRY,87,37
1952,STEVEN,81,39
1952,GLEN,74,40
1952,PHILIP,74,40
1952,IAN,71,42
1952,KEITH,69,43
1952,CLIFFORD,66,44
1952,ARTHUR,64,45
1952,FREDERICK,64,45
1952,GARRY,64,45
1952,LEONARD,60,48
1952,ROY,60,48
1952,LESLIE,58,50
1952,STANLEY,58,50
1952,TERRY,56,52
1952,ROGER,53,53
1952,DALE,52,54
1952,WALTER,52,54
1952,NEIL,50,56
1952,RUSSELL,50,56
1952,ERIC,48,58
1952,GRANT,48,58
1952,HAROLD,48,58
1952,LORNE,47,61
1952,ANDREW,46,62
1952,ANTHONY,45,63
1952,HARRY,44,64
1952,RODNEY,44,64
1952,ALEXANDER,43,66
1952,ERNEST,43,66
1952,GLENN,43,66
1952,ROSS,43,66
1952,MURRAY,42,70
1952,ALBERT,40,71
1952,FRANK,38,72
1952,RODERICK,37,73
1952,MARTIN,36,74
1952,RANDALL,36,74
1952,TERRENCE,35,76
1952,VICTOR,35,76
1952,ALLEN,34,78
1952,RALPH,34,78
1952,TERRANCE,34,78
1952,LLOYD,33,81
1952,TIMOTHY,33,81
1952,DANNY,31,83
1952,HENRY,31,83
1952,JACK,31,83
1952,RANDY,31,83
1952,ALFRED,29,87
1952,BRYAN,28,88
1952,DARYL,28,88
1952,FREDRICK,28,88
1952,HOWARD,28,88
1952,TERENCE,28,88
1952,ARNOLD,27,93
1952,COLIN,27,93
1952,MELVIN,27,93
1952,BRENT,26,96
1952,FRANCIS,26,96
1952,KERRY,26,96
1952,KEVIN,26,96
1952,LYLE,26,96
1952,ROBIN,26,96
1952,DENIS,25,102
1952,WILFRED,25,102
1952,CARL,24,104
1952,EARL,24,104
1952,EDWIN,24,104
1952,HARVEY,24,104
1952,RANDOLPH,24,104
1952,WARREN,24,104
1952,CALVIN,23,110
1952,MARVIN,22,111
1952,PHILLIP,22,111
1952,STUART,22,111
1952,BRADLEY,21,114
1952,DARRYL,21,114
1952,DEREK,21,114
1952,GILBERT,21,114
1952,GRAHAM,21,114
1952,HUGH,21,114
1952,VERNON,21,114
1952,BERNARD,20,121
1952,CRAIG,20,121
1952,HERBERT,20,121
1952,JEFFREY,20,121
1952,JERRY,20,121
1952,CLARENCE,19,126
1952,TREVOR,19,126
1952,REGINALD,18,128
1952,SAMUEL,18,128
1952,KELLY,17,130
1952,LAURENCE,17,130
1952,WESLEY,17,130
1952,GEOFFREY,16,133
1952,MAURICE,16,133
1952,SIDNEY,16,133
1952,MALCOLM,15,136
1952,RICKY,15,136
1952,ROLAND,15,136
1952,RUSSEL,15,136
1952,STEWART,15,136
1952,EUGENE,14,141
1952,GARTH,14,141
1952,GUY,14,141
1952,KIRK,14,141
1952,ALVIN,13,145
1952,MATTHEW,13,145
1952,SCOTT,13,145
1952,LANCE,12,148
1952,WALLACE,12,148
1952,BARRIE,11,150
1952,CECIL,11,150
1952,IVAN,11,150
1952,JOHNNY,11,150
1952,LOUIS,11,150
1952,THEODORE,11,150
1952,VINCENT,11,150
1952,BYRON,10,157
1952,DARRELL,10,157
1952,DEAN,10,157
1952,PERRY,10,157
1952,CAMERON,9,161
1952,CLAYTON,9,161
1952,DUNCAN,9,161
1952,FLOYD,9,161
1952,JIMMY,9,161
1952,KARL,9,161
1952,KIM,9,161
1952,LAURIE,9,161
1952,LEE,9,161
1952,LEIGH,9,161
1952,LENARD,9,161
1952,LEO,9,161
1952,MORRIS,9,161
1952,NICHOLAS,9,161
1952,BENJAMIN,8,175
1952,BILL,8,175
1952,BLAIR,8,175
1952,GRAEME,8,175
1952,JACOB,8,175
1952,JEFFERY,8,175
1952,MERVIN,8,175
1952,MICHEAL,8,175
1952,RAY,8,175
1952,ALEC,7,184
1952,ALEX,7,184
1952,CLAUDE,7,184
1952,DUANE,7,184
1952,DWIGHT,7,184
1952,GENE,7,184
1952,GERRY,7,184
1952,HERMAN,7,184
1952,JACKIE,7,184
1952,JON,7,184
1952,JONATHAN,7,184
1952,KENT,7,184
1952,LEWIS,7,184
1952,LYNN,7,184
1952,MARC,7,184
1952,OWEN,7,184
1952,RODGER,7,184
1952,RONNIE,7,184
1952,SYDNEY,7,184
1952,BERTRAM,6,203
1952,BILLY,6,203
1952,CURTIS,6,203
1952,DWAYNE,6,203
1952,EDGAR,6,203
1952,FRED,6,203
1952,HARLEY,6,203
1952,ISAAC,6,203
1952,JAN,6,203
1952,JOE,6,203
1952,LINDSAY,6,203
1952,MILTON,6,203
1952,RANDAL,6,203
1952,SEAN,6,203
1952,VERNE,6,203
1952,BRETT,5,218
1952,BUDDY,5,218
1952,CLARK,5,218
1952,CLINTON,5,218
1952,CLYDE,5,218
1952,CYRIL,5,218
1952,DANA,5,218
1952,DAVE,5,218
1952,FRANKLIN,5,218
1952,GERARD,5,218
1952,JERALD,5,218
1952,LYALL,5,218
1952,MARCUS,5,218
1952,MARSHALL,5,218
1952,MICKEY,5,218
1952,NELSON,5,218
1952,PERCY,5,218
1952,RANDELL,5,218
1952,RICKEY,5,218
1952,SIMON,5,218
1952,TEDDY,5,218
1953,ROBERT,785,1
1953,DAVID,662,2
1953,JOHN,633,3
1953,WILLIAM,495,4
1953,JAMES,481,5
1953,RICHARD,425,6
1953,KENNETH,403,7
1953,MICHAEL,375,8
1953,DOUGLAS,317,9
1953,DONALD,306,10
1953,RONALD,306,10
1953,BRIAN,302,12
1953,GARY,268,13
1953,GORDON,267,14
1953,THOMAS,230,15
1953,DANIEL,181,16
1953,GREGORY,177,17
1953,BRUCE,171,18
1953,GEORGE,162,19
1953,PETER,155,20
1953,DENNIS,154,21
1953,LARRY,154,21
1953,EDWARD,146,23
1953,WAYNE,139,24
1953,PAUL,138,25
1953,STEPHEN,137,26
1953,RAYMOND,132,27
1953,CHARLES,128,28
1953,GERALD,128,28
1953,JOSEPH,122,30
1953,MARK,117,31
1953,PATRICK,112,32
1953,ALLAN,108,33
1953,NORMAN,107,34
1953,LAWRENCE,104,35
1953,BARRY,101,36
1953,CHRISTOPHER,97,37
1953,ALAN,96,38
1953,LEONARD,86,39
1953,STEVEN,85,40
1953,GLEN,77,41
1953,IAN,75,42
1953,DALE,73,43
1953,KEITH,70,44
1953,LESLIE,70,44
1953,TERRY,69,46
1953,FREDERICK,66,47
1953,WALTER,66,47
1953,ARTHUR,64,49
1953,GLENN,64,49
1953,PHILIP,64,49
1953,CLIFFORD,61,52
1953,ANTHONY,59,53
1953,ROY,59,53
1953,STANLEY,58,55
1953,ERIC,56,56
1953,RANDALL,55,57
1953,FRANK,54,58
1953,GARRY,54,58
1953,ROGER,54,58
1953,HENRY,53,61
1953,MURRAY,53,61
1953,HAROLD,52,63
1953,JACK,52,63
1953,TIMOTHY,52,63
1953,ROSS,50,66
1953,CRAIG,49,67
1953,MARTIN,48,68
1953,ANDREW,47,69
1953,RUSSELL,47,69
1953,COLIN,46,71
1953,LORNE,46,71
1953,ALBERT,45,73
1953,ALLEN,43,74
1953,RALPH,43,74
1953,TERRANCE,42,76
1953,LLOYD,40,77
1953,NEIL,40,77
1953,GRANT,39,79
1953,HARRY,38,80
1953,RODNEY,38,80
1953,HOWARD,37,82
1953,ALEXANDER,36,83
1953,RANDY,35,84
1953,STUART,35,84
1953,BRYAN,34,86
1953,MELVIN,34,86
1953,HARVEY,33,88
1953,JEFFREY,33,88
1953,VICTOR,33,88
1953,ALFRED,32,91
1953,RODERICK,32,91
1953,ERNEST,31,93
1953,PHILLIP,31,93
1953,FREDRICK,30,95
1953,ROBIN,30,95
1953,BRENT,28,97
1953,DANNY,28,97
1953,DARYL,28,97
1953,GEOFFREY,28,97
1953,BRADLEY,27,101
1953,GRAHAM,27,101
1953,DENIS,26,103
1953,FRANCIS,26,103
1953,WARREN,26,103
1953,CARL,25,106
1953,DEAN,25,106
1953,JERRY,25,106
1953,RANDOLPH,25,106
1953,REGINALD,25,106
1953,WILFRED,25,106
1953,BERNARD,24,112
1953,KIM,24,112
1953,ARNOLD,22,114
1953,DARRYL,22,114
1953,DEREK,22,114
1953,HUGH,22,114
1953,VERNON,22,114
1953,LYLE,21,119
1953,GUY,20,120
1953,RICKY,20,120
1953,TERENCE,20,120
1953,VINCENT,20,120
1953,CALVIN,19,124
1953,EDWIN,19,124
1953,STEWART,19,124
1953,BENJAMIN,18,127
1953,CLARENCE,18,127
1953,KEVIN,18,127
1953,MARVIN,18,127
1953,MAURICE,18,127
1953,TERRENCE,18,127
1953,EARL,17,133
1953,HERBERT,17,133
1953,KERRY,17,133
1953,LAURENCE,17,133
1953,MICHEAL,17,133
1953,LANCE,16,138
1953,MALCOLM,16,138
1953,LOUIS,15,140
1953,THEODORE,15,140
1953,WESLEY,15,140
1953,ALVIN,14,143
1953,NICHOLAS,14,143
1953,CLAYTON,13,145
1953,MATTHEW,13,145
1953,SCOTT,13,145
1953,SIDNEY,13,145
1953,BYRON,12,149
1953,DANA,12,149
1953,FRED,12,149
1953,GILBERT,12,149
1953,IVAN,12,149
1953,LEE,12,149
1953,RAY,12,149
1953,SAMUEL,12,149
1953,TREVOR,12,149
1953,WALLACE,12,149
1953,CAMERON,11,159
1953,DARRELL,11,159
1953,EUGENE,11,159
1953,EVAN,11,159
1953,JOHNNY,11,159
1953,LEO,11,159
1953,MITCHELL,11,159
1953,ROLAND,11,159
1953,ANGUS,10,167
1953,BARRIE,10,167
1953,DUANE,10,167
1953,JACOB,10,167
1953,RANDAL,10,167
1953,DWIGHT,9,172
1953,GARTH,9,172
1953,GENE,9,172
1953,JAY,9,172
1953,JEROME,9,172
1953,JIMMY,9,172
1953,KELLY,9,172
1953,KIRK,9,172
1953,NEAL,9,172
1953,RONNIE,9,172
1953,ALEC,8,182
1953,DAN,8,182
1953,DON,8,182
1953,DUNCAN,8,182
1953,FRANKLIN,8,182
1953,JACKIE,8,182
1953,JAN,8,182
1953,KARL,8,182
1953,KENT,8,182
1953,LAURIE,8,182
1953,TEDDY,8,182
1953,ANDRE,7,193
1953,BRYON,7,193
1953,CARY,7,193
1953,CURTIS,7,193
1953,DWAIN,7,193
1953,FREDDIE,7,193
1953,GERARD,7,193
1953,GRAEME,7,193
1953,GREIG,7,193
1953,JEFFERY,7,193
1953,KELVIN,7,193
1953,NELSON,7,193
1953,RUSSEL,7,193
1953,BRAD,6,206
1953,BROCK,6,206
1953,CECIL,6,206
1953,CHESTER,6,206
1953,DELBERT,6,206
1953,GERRY,6,206
1953,HARLEY,6,206
1953,JIM,6,206
1953,JONATHAN,6,206
1953,LESTER,6,206
1953,LEWIS,6,206
1953,LOREN,6,206
1953,OLIVER,6,206
1953,PERRY,6,206
1953,RICK,6,206
1953,ADRIAN,5,221
1953,BARNEY,5,221
1953,BLAIR,5,221
1953,BRADFORD,5,221
1953,CLIVE,5,221
1953,CYRIL,5,221
1953,DARREL,5,221
1953,DWAYNE,5,221
1953,ELMER,5,221
1953,FREDERIC,5,221
1953,GAVIN,5,221
1953,HUBERT,5,221
1953,JESSE,5,221
1953,JOE,5,221
1953,JON,5,221
1953,LENARD,5,221
1953,LEON,5,221
1953,LIONEL,5,221
1953,MARLON,5,221
1953,MILTON,5,221
1953,MORRIS,5,221
1953,OWEN,5,221
1953,RICKEY,5,221
1953,SHELDON,5,221
1953,SIMON,5,221
1953,SYDNEY,5,221
1954,ROBERT,807,1
1954,DAVID,729,2
1954,JOHN,605,3
1954,WILLIAM,529,4
1954,JAMES,515,5
1954,MICHAEL,461,6
1954,RICHARD,434,7
1954,DONALD,413,8
1954,KENNETH,369,9
1954,DOUGLAS,330,10
1954,RONALD,315,11
1954,GARY,289,12
1954,GORDON,275,13
1954,BRIAN,255,14
1954,THOMAS,214,15
1954,DANIEL,207,16
1954,BRUCE,194,17
1954,PETER,175,18
1954,LARRY,163,19
1954,GEORGE,162,20
1954,WAYNE,162,20
1954,MARK,161,22
1954,DENNIS,160,23
1954,STEPHEN,155,24
1954,GREGORY,152,25
1954,PAUL,151,26
1954,JOSEPH,146,27
1954,EDWARD,137,28
1954,ALLAN,133,29
1954,CHRISTOPHER,127,30
1954,PATRICK,127,30
1954,GERALD,126,32
1954,RAYMOND,125,33
1954,CHARLES,120,34
1954,ALAN,118,35
1954,DALE,112,36
1954,LAWRENCE,111,37
1954,BARRY,108,38
1954,STEVEN,102,39
1954,NORMAN,94,40
1954,IAN,87,41
1954,PHILIP,82,42
1954,GLEN,79,43
1954,LEONARD,76,44
1954,ARTHUR,75,45
1954,HAROLD,73,46
1954,TIMOTHY,71,47
1954,KEITH,68,48
1954,RODNEY,66,49
1954,ROY,65,50
1954,TERRY,63,51
1954,RALPH,61,52
1954,FRANK,59,53
1954,CLIFFORD,58,54
1954,LESLIE,58,54
1954,ANTHONY,57,56
1954,FREDERICK,57,56
1954,MARTIN,57,56
1954,WALTER,56,59
1954,STANLEY,54,60
1954,MURRAY,53,61
1954,RANDY,53,61
1954,ROGER,53,61
1954,ERIC,52,64
1954,ANDREW,51,65
1954,JACK,51,65
1954,NEIL,51,65
1954,RUSSELL,50,68
1954,RANDALL,49,69
1954,LORNE,48,70
1954,GARRY,47,71
1954,HARRY,45,72
1954,ROSS,45,72
1954,CRAIG,44,74
1954,GRANT,44,74
1954,JEFFREY,44,74
1954,ALEXANDER,42,77
1954,ALLEN,41,78
1954,GLENN,41,78
1954,HENRY,41,78
1954,ALBERT,40,81
1954,COLIN,40,81
1954,VICTOR,40,81
1954,BRENT,38,84
1954,FREDRICK,38,84
1954,LYLE,38,84
1954,DANNY,37,87
1954,ROBIN,37,87
1954,HOWARD,36,89
1954,RODERICK,36,89
1954,ERNEST,35,91
1954,KIM,35,91
1954,BRYAN,34,93
1954,TERRANCE,33,94
1954,KEVIN,32,95
1954,TERRENCE,32,95
1954,JERRY,31,97
1954,BRADLEY,30,98
1954,DARRELL,30,98
1954,ALFRED,29,100
1954,DARYL,29,100
1954,EARL,29,100
1954,FRANCIS,29,100
1954,MELVIN,29,100
1954,TERENCE,29,100
1954,WARREN,28,106
1954,CARL,27,107
1954,GARTH,27,107
1954,RANDOLPH,27,107
1954,REGINALD,27,107
1954,WILFRED,27,107
1954,ARNOLD,26,112
1954,LLOYD,26,112
1954,PHILLIP,26,112
1954,EDWIN,25,115
1954,KERRY,25,115
1954,STUART,25,115
1954,HERBERT,24,118
1954,EUGENE,23,119
1954,HARVEY,23,119
1954,RICKY,23,119
